ts,nSeq,ppg,pzt
1779134998.4131238,4296,975,465
1779134998.42424,4297,975,465
1779134998.4329584,4298,975,465
1779134998.4468462,4299,975,466
1779134998.4560359,4300,975,465
1779134998.4668565,4301,975,466
1779134998.475692,4302,975,467
1779134998.4896948,4303,975,466
1779134998.4993439,4304,975,465
1779134998.4993658,4305,975,465
1779134998.5380044,4306,975,466
1779134998.539192,4307,975,466
1779134998.5506182,4308,975,466
1779134998.5518346,4309,975,465
1779134998.5529478,4310,975,465
1779134998.568038,4311,975,466
1779134998.5692112,4312,975,465
1779134998.585568,4313,975,465
1779134998.5942147,4314,975,464
1779134998.607967,4315,975,465
1779134998.6129372,4316,975,464
1779134998.6242032,4317,975,464
1779134998.6383598,4318,975,463
1779134998.6480055,4319,975,463
1779134998.6604912,4320,872,464
1779134998.6693296,4321,771,463
1779134998.6693635,4322,680,464
1779134998.6831355,4323,603,464
1779134998.6918669,4324,540,464
1779134998.7030184,4325,486,463
1779134998.7118018,4326,446,463
1779134998.7254882,4327,414,463
1779134998.7542772,4328,391,463
1779134998.7555673,4329,374,463
1779134998.7569938,4330,363,463
1779134998.7668447,4331,352,462
1779134998.7754738,4332,344,462
1779134998.786796,4333,336,462
1779134998.795724,4334,328,462
1779134998.809451,4335,319,462
1779134998.8193226,4336,309,462
1779134998.819368,4337,300,462
1779134998.832999,4338,291,463
1779134998.8418493,4339,279,463
1779134998.8505938,4340,267,463
1779134998.86186,4341,255,464
1779134998.870602,4342,245,464
1779134998.895522,4343,235,464
1779134998.896781,4344,230,464
1779134998.9155252,4345,225,465
1779134998.916787,4346,223,465
1779134998.9305406,4347,222,466
1779134998.9320374,4348,223,465
1779134998.948029,4349,227,467
1779134998.9568176,4350,231,466
1779134998.9680712,4351,236,467
1779134998.980513,4352,240,466
1779134998.989231,4353,241,466
1779134998.989257,4354,243,467
1779134999.0036445,4355,243,467
1779134999.011809,4356,242,467
1779134999.0230649,4357,240,466
1779134999.0319004,4358,236,466
1779134999.04553,4359,230,465
1779134999.054229,4360,223,465
1779134999.066824,4361,216,465
1779134999.0754926,4362,209,465
1779134999.084249,4363,204,464
1779134999.0980291,4364,197,464
1779134999.1067932,4365,192,463
1779134999.1154778,4366,188,462
1779134999.1292593,4367,187,462
1779134999.1417627,4368,187,461
1779134999.141782,4369,188,461
1779134999.1504672,4370,191,460
1779134999.1642585,4371,199,460
1779134999.1718686,4372,213,459
1779134999.182976,4373,238,458
1779134999.1918085,4374,281,457
1779134999.2055323,4375,347,457
1779134999.2142413,4376,438,457
1779134999.2254899,4377,551,457
1779134999.2342348,4378,679,457
1779134999.274269,4379,818,456
1779134999.27547,4380,956,457
1779134999.2892208,4381,975,456
1779134999.290487,4382,975,456
1779134999.2917695,4383,975,455
1779134999.3042731,4384,975,454
1779134999.3042932,4385,975,453
1779134999.3131778,4386,975,453
1779134999.3218677,4387,975,453
1779134999.3305457,4388,975,452
1779134999.341933,4389,975,452
1779134999.3505914,4390,975,451
1779134999.3644733,4391,975,451
1779134999.395564,4392,975,451
1779134999.3967721,4393,975,451
1779134999.3980002,4394,975,451
1779134999.4043162,4395,975,450
1779134999.4180555,4396,975,450
1779134999.4243462,4397,975,451
1779134999.4330244,4398,975,450
1779134999.4470003,4399,975,449
1779134999.4594514,4400,975,449
1779134999.4680908,4401,975,449
1779134999.4681308,4402,975,449
1779134999.4782982,4403,975,450
1779134999.4918833,4404,870,450
1779134999.500741,4405,771,449
1779134999.5143425,4406,681,450
1779134999.5192726,4407,604,450
1779134999.533048,4408,540,449
1779134999.5392563,4409,487,449
1779134999.5531049,4410,448,449
1779134999.5668948,4411,419,449
1779134999.571805,4412,399,449
1779134999.5868478,4413,384,448
1779134999.5930314,4414,374,449
1779134999.6070738,4415,366,449
1779134999.6331093,4416,359,449
1779134999.6555846,4417,354,450
1779134999.655615,4418,348,451
1779134999.656821,4419,342,451
1779134999.658096,4420,334,452
1779134999.6592662,4421,325,452
1779134999.674288,4422,315,453
1779134999.6829731,4423,305,453
1779134999.6918204,4424,294,454
1779134999.7030082,4425,284,454
1779134999.716756,4426,273,455
1779134999.7229812,4427,264,455
1779134999.7367716,4428,258,456
1779134999.7429752,4429,254,457
1779134999.7568705,4430,248,457
1779134999.7656014,4431,243,458
1779134999.7830565,4432,236,458
1779134999.7830892,4433,232,458
1779134999.7942674,4434,228,459
1779134999.799254,4435,223,459
1779134999.8131402,4436,220,460
1779134999.8192315,4437,218,460
1779134999.8331647,4438,216,460
1779134999.8417947,4439,215,460
1779134999.8555295,4440,215,461
1779134999.864268,4441,215,461
1779134999.8730652,4442,214,462
1779134999.886763,4443,216,462
1779134999.8968174,4444,216,463
1779134999.9030037,4445,216,464
1779134999.9168077,4446,216,464
1779134999.9305487,4447,216,464
1779134999.9405782,4448,213,465
1779134999.9405963,4449,208,465
1779134999.949281,4450,204,466
1779134999.9629965,4451,199,468
1779134999.972129,4452,192,469
1779134999.996774,4453,188,470
1779134999.998218,4454,185,470
1779135000.0058596,4455,183,471
1779135000.0380256,4456,181,471
1779135000.039303,4457,179,471
1779135000.0645568,4458,179,472
1779135000.0656552,4459,179,472
1779135000.0698588,4460,179,473
1779135000.0707538,4461,182,474
1779135000.0755773,4462,192,474
1779135000.0892937,4463,214,475
1779135000.101842,4464,251,475
1779135000.1018946,4465,309,476
1779135000.1161551,4466,392,476
1779135000.120541,4467,497,478
1779135000.134263,4468,621,479
1779135000.1420093,4469,760,480
1779135000.155567,4470,901,480
1779135000.1643558,4471,975,481
1779135000.1729925,4472,975,483
1779135000.1843112,4473,975,483
1779135000.1930125,4474,975,484
1779135000.209296,4475,975,485
1779135000.2105064,4476,975,487
1779135000.2268708,4477,975,489
1779135000.2355402,4478,975,489
1779135000.2492728,4479,975,490
1779135000.2618375,4480,975,491
1779135000.2618647,4481,975,492
1779135000.2705495,4482,975,493
1779135000.2843475,4483,975,494
1779135000.293226,4484,975,495
1779135000.3042574,4485,975,497
1779135000.3180625,4486,975,497
1779135000.3230724,4487,975,497
1779135000.3368921,4488,975,499
1779135000.3845093,4489,975,500
1779135000.3856719,4490,975,503
1779135000.3867977,4491,975,503
1779135000.3880897,4492,894,504
1779135000.3892758,4493,789,505
1779135000.3968766,4494,691,505
1779135000.4106944,4495,604,506
1779135000.420655,4496,530,506
1779135000.4207008,4497,472,507
1779135000.4293735,4498,425,507
1779135000.4431021,4499,396,508
1779135000.4519727,4500,378,508
1779135000.4630437,4501,369,508
1779135000.4718552,4502,364,508
1779135000.4855812,4503,361,508
1779135000.4948833,4504,358,508
1779135000.5055535,4505,355,508
1779135000.519299,4506,352,508
1779135000.524309,4507,351,508
1779135000.5356658,4508,345,508
1779135000.5469055,4509,337,507
1779135000.555562,4510,328,507
1779135000.5694737,4511,317,507
1779135000.5793478,4512,307,506
1779135000.5793748,4513,296,506
1779135000.5931258,4514,287,505
1779135000.6018355,4515,275,504
1779135000.6105802,4516,265,504
1779135000.6218135,4517,254,504
1779135000.6306355,4518,243,503
1779135000.6405842,4519,235,502
1779135000.6719034,4520,227,501
1779135000.6732996,4521,224,500
1779135000.674305,4522,220,499
1779135000.6894343,4523,217,499
1779135000.6905706,4524,216,497
1779135000.7068312,4525,215,497
1779135000.7333708,4526,217,496
1779135000.7349849,4527,219,494
1779135000.7608235,4528,219,494
1779135000.7608404,4529,217,494
1779135000.7617807,4530,217,493
1779135000.7630484,4531,220,492
1779135000.7768118,4532,221,491
1779135000.7780194,4533,222,490
1779135000.79375,4534,222,490
1779135000.8017774,4535,224,489
1779135000.8106444,4536,223,487
1779135000.821834,4537,222,487
1779135000.830594,4538,221,487
1779135000.846794,4539,222,487
1779135000.8480763,4540,221,487
1779135000.864341,4541,222,488
1779135000.873127,4542,222,488
1779135000.8867974,4543,222,487
1779135000.8993473,4544,223,487
1779135000.8993738,4545,222,487
1779135000.9080725,4546,220,487
1779135000.9218514,4547,218,485
1779135000.9307055,4548,217,485
1779135000.941791,4549,215,484
1779135000.9505188,4550,216,482
1779135000.9605763,4551,220,482
1779135000.9743004,4552,230,482
1779135000.9830468,4553,253,481
1779135000.991793,4554,290,481
1779135001.0055437,4555,349,481
1779135001.0143063,4556,431,481
1779135001.025521,4557,537,481
1779135001.034627,4558,659,481
1779135001.0480525,4559,793,481
1779135001.0580695,4560,926,481
1779135001.0580838,4561,975,481
1779135001.0692847,4562,975,481
1779135001.1142738,4563,975,481
1779135001.115502,4564,975,481
1779135001.12303,4565,975,481
1779135001.1242838,4566,975,482
1779135001.1255076,4567,975,482
1779135001.1396616,4568,975,482
1779135001.1405838,4569,975,482
1779135001.1555588,4570,975,483
1779135001.1667826,4571,975,482
1779135001.1718154,4572,975,483
1779135001.183021,4573,975,482
1779135001.1967983,4574,975,484
1779135001.2030215,4575,975,483
1779135001.2193074,4576,975,485
1779135001.2193267,4577,975,484
1779135001.2280223,4578,975,485
1779135001.2418246,4579,975,486
1779135001.250586,4580,920,486
1779135001.2618163,4581,815,486
1779135001.2755463,4582,716,487
1779135001.2805884,4583,630,487
1779135001.3118248,4584,560,488
1779135001.3130112,4585,508,489
1779135001.3143003,4586,469,489
1779135001.329342,4587,443,490
1779135001.3305418,4588,429,491
1779135001.346876,4589,424,491
1779135001.3555696,4590,425,491
1779135001.3692946,4591,431,492
1779135001.3793151,4592,437,492
1779135001.3793385,4593,443,492
1779135001.3892958,4594,444,492
1779135001.4030948,4595,444,493
1779135001.4118385,4596,439,493
1779135001.4230392,4597,430,493
1779135001.4318283,4598,415,493
1779135001.485617,4599,398,493
1779135001.4868221,4600,379,493
1779135001.4943082,4601,362,493
1779135001.495543,4602,344,493
1779135001.4968035,4603,328,493
1779135001.498117,4604,311,493
1779135001.5143862,4605,295,492
1779135001.5155516,4606,280,492
1779135001.5293937,4607,268,492
1779135001.541872,4608,258,492
1779135001.5418909,4609,251,492
1779135001.55064,4610,246,492
1779135001.5643263,4611,239,492
1779135001.573123,4612,235,492
1779135001.5843124,4613,235,492
1779135001.5930724,4614,236,492
1779135001.6069024,4615,238,491
1779135001.6156578,4616,243,491
1779135001.6269157,4617,249,491
1779135001.6356885,4618,257,492
1779135001.6493087,4619,264,494
1779135001.6580787,4620,271,495
1779135001.6693192,4621,275,495
1779135001.6780946,4622,276,496
1779135001.6781163,4623,278,496
1779135001.7005782,4624,275,495
1779135001.7006056,4625,271,495
1779135001.711841,4626,264,495
1779135001.7255714,4627,257,495
1779135001.730584,4628,252,494
1779135001.744372,4629,248,493
1779135001.750549,4630,248,493
1779135001.7643313,4631,259,493
1779135001.7785976,4632,286,493
1779135001.7830486,4633,332,492
1779135001.7942977,4634,399,492
1779135001.808058,4635,487,493
1779135001.8532038,4636,591,493
1779135001.8543518,4637,708,494
1779135001.855541,4638,834,495
1779135001.856874,4639,957,494
1779135001.8593328,4640,975,494
1779135001.8593538,4641,975,494
1779135001.875595,4642,975,494
1779135001.876795,4643,975,495
1779135001.8906167,4644,975,494
1779135001.8993208,4645,975,496
1779135001.9105666,4646,975,495
1779135001.9193451,4647,975,494
1779135001.951891,4648,975,495
1779135001.9531233,4649,975,494
1779135001.954409,4650,975,495
1779135001.9643426,4651,975,495
1779135001.973234,4652,975,495
1779135001.98184,4653,975,495
1779135001.9935102,4654,975,495
1779135002.0018513,4655,975,495
1779135002.0219173,4656,975,496
1779135002.021936,4657,975,496
1779135002.0280497,4658,975,496
1779135002.0419126,4659,931,496
1779135002.0505428,4660,830,496
1779135002.0593328,4661,735,495
1779135002.0705633,4662,649,495
1779135002.0793138,4663,576,496
1779135002.0930521,4664,517,496
1779135002.1018133,4665,473,496
1779135002.1092985,4666,441,496
1779135002.12313,4667,418,496
1779135002.1317854,4668,406,496
1779135002.145649,4669,402,495
1779135002.1518056,4670,401,495
1779135002.1655705,4671,399,495
1779135002.208597,4672,399,495
1779135002.2088604,4673,397,495
1779135002.2092934,4674,394,495
1779135002.229435,4675,388,494
1779135002.23055,4676,384,495
1779135002.2318912,4677,376,495
1779135002.2330737,4678,367,495
1779135002.2481084,4679,354,495
1779135002.2493134,4680,340,495
1779135002.2631328,4681,324,495
1779135002.2743654,4682,311,495
1779135002.2831738,4683,296,495
1779135002.2968826,4684,284,495
1779135002.3056011,4685,272,495
1779135002.3143375,4686,259,495
1779135002.328121,4687,248,494
1779135002.338157,4688,238,494
1779135002.3382041,4689,228,494
1779135002.3493834,4690,221,494
1779135002.3632245,4691,215,494
1779135002.369463,4692,211,493
1779135002.3832436,4693,208,494
1779135002.389395,4694,205,494
1779135002.4032068,4695,203,493
1779135002.4131384,4696,204,493
1779135002.4218724,4697,205,493
1779135002.4331086,4698,208,493
1779135002.4419005,4699,212,493
1779135002.4556682,4700,216,494
1779135002.4643662,4701,220,493
1779135002.4762752,4702,221,492
1779135002.4894884,4703,220,491
1779135002.499423,4704,218,492
1779135002.4994693,4705,216,491
1779135002.510623,4706,214,492
1779135002.5194151,4707,214,492
1779135002.5332348,4708,214,492
1779135002.541887,4709,211,492
1779135002.5794563,4710,207,492
1779135002.580573,4711,200,491
1779135002.6056843,4712,196,491
1779135002.6068218,4713,192,491
1779135002.620581,4714,186,490
1779135002.6243362,4715,183,489
1779135002.6255765,4716,183,488
1779135002.6268158,4717,190,487
1779135002.6356025,4718,210,487
1779135002.6443079,4719,244,486
1779135002.658117,4720,296,485
1779135002.6581414,4721,368,485
1779135002.669355,4722,460,485
1779135002.6780736,4723,566,484
1779135002.6918697,4724,683,484
1779135002.700593,4725,804,486
1779135002.7118495,4726,921,484
1779135002.7205968,4727,975,484
1779135002.731834,4728,975,484
1779135002.740609,4729,975,484
1779135002.756907,4730,975,485
1779135002.7580607,4731,975,484
1779135002.7718384,4732,975,484
1779135002.7856872,4733,975,484
1779135002.7918644,4734,975,485
1779135002.8056376,4735,975,487
1779135002.820637,4736,975,486
1779135002.8206735,4737,975,486
1779135002.8305774,4738,975,487
1779135002.8393364,4739,975,487
1779135002.8531084,4740,975,489
1779135002.8618414,4741,975,487
1779135002.873141,4742,975,487
1779135002.8869524,4743,975,487
1779135002.8918452,4744,975,487
1779135002.9056833,4745,975,489
1779135002.9118729,4746,975,487
1779135002.9382012,4747,928,487
1779135002.9395752,4748,829,488
1779135002.9644792,4749,735,488
1779135002.9656878,4750,648,488
1779135002.9693406,4751,573,488
1779135002.9844458,4752,512,487
1779135002.9844766,4753,463,487
1779135002.9905968,4754,427,488
1779135002.9993567,4755,402,487
1779135003.0131102,4756,385,487
1779135003.0218437,4757,375,487
1779135003.0332007,4758,367,487
1779135003.0419652,4759,361,486
1779135003.055733,4760,355,486
1779135003.0643675,4761,347,484
1779135003.0756228,4762,335,484
1779135003.0895343,4763,322,484
1779135003.094361,4764,304,483
1779135003.1081314,4765,281,484
1779135003.1143794,4766,256,483
1779135003.1281285,4767,231,483
1779135003.138209,4768,207,483
1779135003.138231,4769,188,481
1779135003.1493819,4770,173,482
1779135003.1581452,4771,159,481
1779135003.171858,4772,147,480
1779135003.1808422,4773,135,481
1779135003.1918662,4774,127,481
1779135003.2006555,4775,119,480
1779135003.2319522,4776,113,480
1779135003.2332683,4777,108,480
1779135003.2344484,4778,103,480
1779135003.244441,4779,103,480
1779135003.2519898,4780,104,480
1779135003.2657175,4781,108,481
1779135003.2769353,4782,112,480
1779135003.310611,4783,115,481
1779135003.3269777,4784,117,481
1779135003.3270185,4785,121,481
1779135003.3281288,4786,122,481
1779135003.3294325,4787,123,482
1779135003.330625,4788,121,482
1779135003.3446496,4789,117,483
1779135003.350844,4790,112,482
1779135003.362003,4791,104,482
1779135003.3708034,4792,94,483
1779135003.3844044,4793,84,483
1779135003.3906064,4794,73,483
1779135003.4044163,4795,61,484
1779135003.4131508,4796,49,484
1779135003.4218478,4797,36,484
1779135003.433121,4798,23,483
1779135003.4418614,4799,8,484
1779135003.4619029,4800,1,483
1779135003.4619288,4801,1,484
1779135003.4693656,4802,0,483
1779135003.4781234,4803,0,483
1779135003.4918838,4804,1,483
1779135003.5006518,4805,0,482
1779135003.5118768,4806,1,482
1779135003.5205941,4807,0,481
1779135003.5343745,4808,1,480
1779135003.5431104,4809,1,481
1779135003.5543556,4810,1,480
1779135003.5631802,4811,51,480
1779135003.573101,4812,135,480
1779135003.586867,4813,227,481
1779135003.595612,4814,318,481
1779135003.6043582,4815,400,482
1779135003.6193774,4816,469,482
1779135003.6194003,4817,523,483
1779135003.6306345,4818,560,483
1779135003.6393604,4819,580,483
1779135003.6719465,4820,584,483
1779135003.6731384,4821,575,483
1779135003.6981683,4822,556,484
1779135003.6993628,4823,528,485
1779135003.7006052,4824,495,486
1779135003.7018142,4825,462,486
1779135003.7181501,4826,430,487
1779135003.7193487,4827,399,487
1779135003.733145,4828,371,487
1779135003.747026,4829,350,488
1779135003.7531307,4830,328,488
1779135003.7669754,4831,313,489
1779135003.7813702,4832,300,489
1779135003.781414,4833,291,488
1779135003.791908,4834,283,490
1779135003.8007076,4835,275,490
1779135003.8143668,4836,268,490
1779135003.823152,4837,259,491
1779135003.8343792,4838,252,491
1779135003.8432004,4839,246,492
1779135003.8756707,4840,242,492
1779135003.8769598,4841,239,492
1779135003.8781521,4842,239,493
1779135003.8881986,4843,238,493
1779135003.8969564,4844,237,494
1779135003.9056637,4845,239,494
1779135003.9169893,4846,240,495
1779135003.9307098,4847,241,494
1779135003.9407969,4848,243,495
1779135003.940814,4849,245,496
1779135003.9519439,4850,246,496
1779135003.9607236,4851,247,496
1779135003.9757257,4852,246,496
1779135003.9806736,4853,247,497
1779135003.9969444,4854,248,497
1779135003.9981601,4855,252,498
1779135004.0118923,4856,255,498
1779135004.0582206,4857,260,498
1779135004.0593705,4858,264,499
1779135004.0606198,4859,265,499
1779135004.0618322,4860,267,499
1779135004.063241,4861,269,500
1779135004.0794518,4862,272,500
1779135004.080623,4863,277,501
1779135004.0982609,4864,283,501
1779135004.098291,4865,289,502
1779135004.1093786,4866,297,502
1779135004.118159,4867,304,503
1779135004.1319208,4868,313,503
1779135004.1406376,4869,319,503
1779135004.1519337,4870,326,504
1779135004.1606221,4871,330,504
1779135004.17444,4872,333,504
1779135004.185884,4873,337,505
1779135004.1919725,4874,338,505
1779135004.2056413,4875,340,505
1779135004.2145016,4876,344,506
1779135004.2232058,4877,346,506
1779135004.234413,4878,348,507
1779135004.2432163,4879,350,507
1779135004.2581282,4880,352,507
1779135004.2581565,4881,351,507
1779135004.269398,4882,349,506
1779135004.2782972,4883,347,506
1779135004.2897053,4884,344,506
1779135004.3032587,4885,343,506
1779135004.3095987,4886,340,505
1779135004.323189,4887,339,505
1779135004.3319075,4888,342,504
1779135004.3406837,4889,344,503
1779135004.351918,4890,345,503
1779135004.365732,4891,346,503
1779135004.3719826,4892,348,503
1779135004.4106743,4893,352,503
1779135004.4118903,4894,356,502
1779135004.4344351,4895,363,501
1779135004.4368916,4896,367,501
1779135004.4381578,4897,371,499
1779135004.438176,4898,374,499
1779135004.4396973,4899,377,497
1779135004.4543865,4900,379,496
1779135004.4596422,4901,382,495
1779135004.4706745,4902,386,494
1779135004.4794261,4903,394,492
1779135004.5157337,4904,408,491
1779135004.5169203,4905,431,490
1779135004.5183158,4906,468,489
1779135004.5194108,4907,519,488
1779135004.5344815,4908,583,487
1779135004.54325,4909,657,486
1779135004.5544066,4910,737,486
1779135004.5631988,4911,819,485
1779135004.5781634,4912,898,485
1779135004.5781991,4913,968,483
1779135004.5893888,4914,975,484
1779135004.598132,4915,975,482
1779135004.6096418,4916,975,481
1779135004.6234312,4917,975,480
1779135004.6294796,4918,975,481
1779135004.643168,4919,975,479
1779135004.6519263,4920,975,478
1779135004.6606355,4921,975,477
1779135004.6719885,4922,975,477
1779135004.680654,4923,975,478
1779135004.6947901,4924,975,477
1779135004.7032082,4925,975,477
1779135004.7131426,4926,975,477
1779135004.721934,4927,975,476
1779135004.7419338,4928,975,476
1779135004.7419508,4929,975,477
1779135004.748162,4930,975,477
1779135004.793152,4931,975,476
1779135004.7943902,4932,975,477
1779135004.7956457,4933,975,479
1779135004.796911,4934,971,478
1779135004.8018873,4935,916,479
1779135004.813192,4936,871,479
1779135004.8219912,4937,831,480
1779135004.8331318,4938,800,480
1779135004.846904,4939,776,480
1779135004.8531628,4940,761,480
1779135004.866975,4941,752,479
1779135004.8732014,4942,750,478
1779135004.8869107,4943,752,477
1779135004.901965,4944,755,475
1779135004.9019773,4945,759,473
1779135004.9082608,4946,761,469
1779135004.9194763,4947,760,465
1779135004.9331434,4948,756,459
1779135004.9394891,4949,749,453
1779135004.9507442,4950,738,449
1779135004.9594452,4951,724,444
1779135004.9732296,4952,707,439
1779135004.9820306,4953,691,434
1779135004.9931822,4954,671,430
1779135005.0019615,4955,648,427
1779135005.015702,4956,626,422
1779135005.023165,4957,604,419
1779135005.0344312,4958,588,415
1779135005.0433528,4959,575,412
1779135005.0583003,4960,565,408
1779135005.0583446,4961,557,405
1779135005.0695279,4962,550,401
1779135005.0781646,4963,543,398
1779135005.091908,4964,540,394
1779135005.100669,4965,537,390
1779135005.1119204,4966,536,387
1779135005.1419191,4967,537,383
1779135005.1431518,4968,536,379
1779135005.168214,4969,534,376
1779135005.169398,4970,534,374
1779135005.1933866,4971,531,372
1779135005.1944218,4972,527,372
1779135005.1957457,4973,523,373
1779135005.1970212,4974,519,376
1779135005.212008,4975,515,379
1779135005.2194521,4976,507,383
1779135005.219476,4977,501,387
1779135005.2331784,4978,495,392
1779135005.2381568,4979,489,396
1779135005.2519107,4980,484,400
1779135005.260672,4981,481,403
1779135005.2719254,4982,482,406
1779135005.2806523,4983,493,409
1779135005.2944095,4984,515,412
1779135005.3031335,4985,546,415
1779135005.3144262,4986,588,418
1779135005.3232403,4987,637,423
1779135005.3394706,4988,691,426
1779135005.340717,4989,746,430
1779135005.3569796,4990,796,435
1779135005.3708463,4991,839,439
1779135005.3807337,4992,872,444
1779135005.3807764,4993,892,449
1779135005.3920197,4994,901,452
1779135005.4007626,4995,899,457
1779135005.4148347,4996,888,459
1779135005.4234805,4997,865,462
1779135005.434535,4998,834,464
1779135005.445845,4999,796,467
1779135005.4545038,5000,753,467
1779135005.4682624,5001,708,469
1779135005.4744744,5002,664,469
1779135005.5282557,5003,620,470
1779135005.5295353,5004,583,471
1779135005.5307417,5005,553,471
1779135005.5320077,5006,536,472
1779135005.5333025,5007,535,472
1779135005.54329,5008,554,472
1779135005.5509696,5009,594,472
1779135005.551037,5010,652,471
1779135005.5595095,5011,725,471
1779135005.573279,5012,804,468
1779135005.5820365,5013,885,467
1779135005.593298,5014,960,465
1779135005.6020725,5015,975,462
1779135005.6158037,5016,975,460
1779135005.624471,5017,975,459
1779135005.6356993,5018,975,456
1779135005.6495214,5019,975,456
1779135005.6544595,5020,975,455
1779135005.6682007,5021,975,454
1779135005.6744401,5022,975,455
1779135005.6881688,5023,941,455
1779135005.698207,5024,863,457
1779135005.6982224,5025,780,458
1779135005.7094202,5026,699,459
1779135005.7181802,5027,621,460
1779135005.7319276,5028,548,460
1779135005.7408297,5029,486,462
1779135005.7519078,5030,433,464
1779135005.760679,5031,391,465
1779135005.7919872,5032,361,467
1779135005.79328,5033,342,469
1779135005.7944283,5034,335,470
1779135005.8045108,5035,336,472
1779135005.8132808,5036,343,472
1779135005.8269114,5037,356,474
1779135005.833162,5038,371,474
1779135005.8469114,5039,387,476
1779135005.8745291,5040,406,476
1779135005.8745477,5041,429,476
1779135005.8756618,5042,455,476
1779135005.9007988,5043,485,476
1779135005.901974,5044,518,476
1779135005.9083233,5045,556,475
1779135005.9095109,5046,596,474
1779135005.9244194,5047,633,472
1779135005.9333105,5048,666,472
1779135005.9420536,5049,691,471
1779135005.9531758,5050,707,470
1779135005.9619646,5051,715,470
1779135005.9733205,5052,713,469
1779135005.987048,5053,705,467
1779135005.9934468,5054,689,465
1779135006.0070114,5055,670,463
1779135006.0220473,5056,650,461
1779135006.0220935,5057,627,456
1779135006.0282593,5058,605,452
1779135006.042008,5059,580,448
1779135006.0507946,5060,558,444
1779135006.059526,5061,539,441
1779135006.0706875,5062,523,438
1779135006.0794792,5063,504,436
1779135006.093278,5064,485,435
1779135006.1020007,5065,472,436
1779135006.1132462,5066,460,438
1779135006.1219313,5067,452,441
1779135006.1357496,5068,447,444
1779135006.144526,5069,448,449
1779135006.1556675,5070,450,455
1779135006.1694381,5071,452,462
1779135006.1795437,5072,455,468
1779135006.1795692,5073,455,474
1779135006.190757,5074,454,478
1779135006.1994267,5075,450,480
1779135006.2132545,5076,442,483
1779135006.2219658,5077,432,487
1779135006.2469876,5078,418,492
1779135006.2482002,5079,405,496
1779135006.2669952,5080,391,499
1779135006.2682006,5081,379,502
1779135006.2694395,5082,370,507
1779135006.2831492,5083,367,512
1779135006.2970278,5084,368,518
1779135006.3031805,5085,376,524
1779135006.3145223,5086,394,528
1779135006.3232489,5087,423,531
1779135006.3382838,5088,471,535
1779135006.3383324,5089,532,537
1779135006.3495445,5090,610,541
1779135006.3632662,5091,700,544
1779135006.3695743,5092,796,547
1779135006.3833716,5093,891,551
1779135006.3895473,5094,972,554
1779135006.4033196,5095,975,556
1779135006.4320502,5096,975,557
1779135006.4332976,5097,975,559
1779135006.4344513,5098,975,559
1779135006.4444942,5099,975,560
1779135006.4533296,5100,975,560
1779135006.4620252,5101,975,562
1779135006.4733167,5102,975,560
1779135006.4820855,5103,975,561
1779135006.4983182,5104,975,561
1779135006.4983864,5105,975,560
1779135006.5095246,5106,975,561
1779135006.5182855,5107,975,560
1779135006.5320778,5108,975,561
1779135006.5409033,5109,975,561
1779135006.551975,5110,975,561
1779135006.5608492,5111,975,561
1779135006.574501,5112,938,560
1779135006.583227,5113,862,560
1779135006.614526,5114,790,557
1779135006.6157866,5115,721,555
1779135006.6408968,5116,660,552
1779135006.6419775,5117,609,551
1779135006.665866,5118,569,548
1779135006.6670222,5119,539,547
1779135006.6695058,5120,518,546
1779135006.6695228,5121,505,545
1779135006.6707733,5122,498,544
1779135006.6809597,5123,494,544
1779135006.689572,5124,491,544
1779135006.703279,5125,489,542
1779135006.7095196,5126,485,539
1779135006.7232466,5127,477,536
1779135006.7320478,5128,466,534
1779135006.7459428,5129,451,531
1779135006.7519944,5130,436,526
1779135006.7658024,5131,419,519
1779135006.7744603,5132,405,515
1779135006.7882135,5133,391,513
1779135006.794448,5134,381,515
1779135006.806968,5135,369,516
1779135006.8220744,5136,358,515
1779135006.8221037,5137,347,515
1779135006.8282893,5138,333,511
1779135006.8420446,5139,321,508
1779135006.8507717,5140,309,505
1779135006.859457,5141,297,504
1779135006.8708632,5142,286,503
1779135006.879537,5143,274,501
1779135006.8933845,5144,263,500
1779135006.9020398,5145,253,498
1779135006.911999,5146,243,496
1779135006.9208524,5147,233,495
1779135006.9345496,5148,224,494
1779135006.9431796,5149,217,493
1779135006.9544415,5150,209,491
1779135006.9995935,5151,204,489
1779135007.002005,5152,200,485
1779135007.002025,5153,198,482
1779135007.0032392,5154,198,480
1779135007.004514,5155,199,477
1779135007.0119367,5156,201,475
1779135007.020804,5157,205,473
1779135007.0319867,5158,213,472
1779135007.0407982,5159,225,470
1779135007.0771258,5160,246,467
1779135007.0783272,5161,279,467
1779135007.0796242,5162,329,465
1779135007.080889,5163,397,465
1779135007.0959175,5164,479,464
1779135007.104432,5165,574,464
1779135007.1157887,5166,678,465
1779135007.1244707,5167,782,467
1779135007.1395154,5168,878,468
1779135007.1395438,5169,963,472
1779135007.1508956,5170,975,474
1779135007.159619,5171,975,476
1779135007.173362,5172,975,477
1779135007.1820004,5173,975,475
1779135007.1933155,5174,975,475
1779135007.2070026,5175,975,476
1779135007.2119553,5176,975,477
1779135007.2220218,5177,975,477
1779135007.2383196,5178,975,476
1779135007.2395625,5179,975,476
1779135007.2532468,5180,975,477
1779135007.2669868,5181,975,476
1779135007.2732208,5182,975,477
